theta,t_c,gp_mean,L_true
11.000,1.488,0.6191,0.6500
11.600,1.488,0.6091,0.6350
12.200,1.488,0.5978,0.6158
12.800,1.488,0.5854,0.5883
13.400,1.488,0.5719,0.5608
14.000,1.488,0.5574,0.5333
14.600,1.488,0.5419,0.5110
15.200,1.488,0.5256,0.4886
15.800,1.488,0.5084,0.4662
16.400,1.488,0.4905,0.4445
17.000,1.488,0.4719,0.4231
17.600,1.488,0.4528,0.4017
18.200,1.488,0.4331,0.3804
18.800,1.488,0.4130,0.3592
19.400,1.488,0.3926,0.3379
20.000,1.488,0.3719,0.3167
20.600,1.488,0.3510,0.3042
21.200,1.488,0.3300,0.2917
21.800,1.488,0.3090,0.2792
22.400,1.488,0.2879,0.2617
23.000,1.488,0.2670,0.2417
23.600,1.488,0.2463,0.2217
24.200,1.488,0.2257,0.2042
24.800,1.488,0.2055,0.1917
25.400,1.488,0.1856,0.1792
26.000,1.488,0.1662,0.1667
26.600,1.488,0.1472,0.1454
27.200,1.488,0.1287,0.1242
27.800,1.488,0.1109,0.1029
28.400,1.488,0.0937,0.0917
29.000,1.488,0.0771,0.0854
29.600,1.488,0.0613,0.0792
30.200,1.488,0.0463,0.0700
30.800,1.488,0.0320,0.0550
31.400,1.488,0.0187,0.0400
32.000,1.488,0.0062,0.0250
8.000,1.525,0.6184,0.7333
8.600,1.525,0.6158,0.7158
9.200,1.525,0.6120,0.6983
9.800,1.525,0.6069,0.6808
10.400,1.525,0.6005,0.6650
11.000,1.525,0.5929,0.6500
11.600,1.525,0.5842,0.6350
12.200,1.525,0.5742,0.6158
12.800,1.525,0.5632,0.5883
13.400,1.525,0.5511,0.5608
14.000,1.525,0.5381,0.5333
14.600,1.525,0.5240,0.5113
15.200,1.525,0.5092,0.4893
15.800,1.525,0.4934,0.4673
16.400,1.525,0.4770,0.4455
17.000,1.525,0.4599,0.4237
17.600,1.525,0.4422,0.4020
18.200,1.525,0.4239,0.3804
18.800,1.525,0.4052,0.3592
19.400,1.525,0.3861,0.3379
20.000,1.525,0.3667,0.3167
20.600,1.525,0.3471,0.3042
21.200,1.525,0.3273,0.2917
21.800,1.525,0.3074,0.2792
22.400,1.525,0.2875,0.2617
23.000,1.525,0.2676,0.2417
23.600,1.525,0.2479,0.2217
24.200,1.525,0.2283,0.2042
24.800,1.525,0.2089,0.1917
25.400,1.525,0.1899,0.1792
26.000,1.525,0.1712,0.1667
26.600,1.525,0.1530,0.1454
27.200,1.525,0.1352,0.1242
27.800,1.525,0.1179,0.1029
28.400,1.525,0.1012,0.0917
29.000,1.525,0.0852,0.0854
29.600,1.525,0.0698,0.0792
30.200,1.525,0.0552,0.0700
30.800,1.525,0.0413,0.0550
31.400,1.525,0.0283,0.0400
32.000,1.525,0.0160,0.0250
8.000,1.562,0.5830,0.7333
8.600,1.562,0.5811,0.7158
9.200,1.562,0.5781,0.6983
9.800,1.562,0.5739,0.6808
10.400,1.562,0.5685,0.6650
11.000,1.562,0.5620,0.6500
11.600,1.562,0.5544,0.6350
12.200,1.562,0.5456,0.6158
12.800,1.562,0.5359,0.5883
13.400,1.562,0.5251,0.5608
14.000,1.562,0.5133,0.5333
14.600,1.562,0.5007,0.5117
15.200,1.562,0.4872,0.4901
15.800,1.562,0.4729,0.4685
16.400,1.562,0.4578,0.4465
17.000,1.562,0.4421,0.4244
17.600,1.562,0.4258,0.4022
18.200,1.562,0.4089,0.3804
18.800,1.562,0.3916,0.3592
19.400,1.562,0.3739,0.3379
20.000,1.562,0.3558,0.3167
20.600,1.562,0.3375,0.3042
21.200,1.562,0.3190,0.2917
21.800,1.562,0.3003,0.2792
22.400,1.562,0.2816,0.2617
23.000,1.562,0.2628,0.2417
23.600,1.562,0.2442,0.2217
24.200,1.562,0.2256,0.2042
24.800,1.562,0.2073,0.1917
25.400,1.562,0.1892,0.1792
26.000,1.562,0.1714,0.1667
26.600,1.562,0.1540,0.1454
27.200,1.562,0.1370,0.1242
27.800,1.562,0.1205,0.1029
28.400,1.562,0.1045,0.0917
29.000,1.562,0.0891,0.0854
29.600,1.562,0.0744,0.0792
30.200,1.562,0.0603,0.0700
30.800,1.562,0.0469,0.0550
31.400,1.562,0.0343,0.0400
32.000,1.562,0.0224,0.0250
8.000,1.600,0.5447,0.7333
8.600,1.600,0.5434,0.7158
9.200,1.600,0.5410,0.6983
9.800,1.600,0.5374,0.6808
10.400,1.600,0.5329,0.6650
11.000,1.600,0.5272,0.6500
11.600,1.600,0.5205,0.6350
12.200,1.600,0.5128,0.6158
12.800,1.600,0.5041,0.5883
13.400,1.600,0.4945,0.5608
14.000,1.600,0.4839,0.5333
14.600,1.600,0.4725,0.5121
15.200,1.600,0.4602,0.4908
15.800,1.600,0.4472,0.4696
16.400,1.600,0.4335,0.4475
17.000,1.600,0.4191,0.4250
17.600,1.600,0.4041,0.4025
18.200,1.600,0.3886,0.3804
18.800,1.600,0.3726,0.3592
19.400,1.600,0.3562,0.3379
20.000,1.600,0.3394,0.3167
20.600,1.600,0.3224,0.3042
21.200,1.600,0.3051,0.2917
21.800,1.600,0.2877,0.2792
22.400,1.600,0.2702,0.2617
23.000,1.600,0.2526,0.2417
23.600,1.600,0.2351,0.2217
24.200,1.600,0.2177,0.2042
24.800,1.600,0.2004,0.1917
25.400,1.600,0.1833,0.1792
26.000,1.600,0.1665,0.1667
26.600,1.600,0.1501,0.1454
27.200,1.600,0.1340,0.1242
27.800,1.600,0.1183,0.1029
28.400,1.600,0.1032,0.0917
29.000,1.600,0.0886,0.0854
29.600,1.600,0.0745,0.0792
30.200,1.600,0.0611,0.0700
30.800,1.600,0.0484,0.0550
31.400,1.600,0.0364,0.0400
32.000,1.600,0.0251,0.0250
